Context	 X1mer	# 9	-3.3	-3.2	-3.1	-3.0	-2.9	-2.8	-2.7	-2.6	-2.5	-2.4	-2.3	-2.2	-2.1	-2.0	-1.9	-1.8	-1.7	-1.6	-1.5	-1.4	-1.3	-1.2	-1.1	-1.0	-0.9	-0.8	-0.7	-0.6	-0.5	-0.4	-0.3	-0.2	-0.1	0.0
AAA->C	A->C	0	0	0	0	0	0	7552	568	5518	4569	3693	5112	4050	2885	3776	3687	3432	3318	3236	2774	2959	2417	2118	1720	1410	1072	717	375	212	98	39	11	16	165	418
AAA->G	A->G	0	0	0	0	0	0	13237	894	9357	7927	6216	8994	6902	5159	6406	6381	5944	5625	5509	4815	4897	4031	3544	2943	2498	1743	1166	647	334	162	51	26	36	289	862
AAA->T	A->T	0	0	0	0	0	0	4346	336	3137	2678	2254	3154	2349	1793	2314	2263	2113	2052	1987	1717	1786	1428	1281	1109	900	650	446	254	141	51	21	8	10	108	254
AAC->C	A->C	0	0	0	0	0	0	2520	196	1711	1448	1208	1754	1227	970	1183	1228	1118	1045	1042	929	1001	769	743	562	507	359	260	143	99	47	11	7	15	139	469
AAC->G	A->G	0	0	0	0	0	0	9977	760	7085	5898	4436	6575	5007	3835	4664	4752	4452	4333	4148	3554	3601	2990	2655	2227	1847	1332	922	501	265	137	42	15	41	272	795
AAC->T	A->T	0	0	0	0	0	0	2426	201	1795	1629	1195	1797	1325	1051	1276	1283	1185	1126	1192	937	985	820	722	593	538	378	242	155	83	35	13	5	16	89	278
AAG->C	A->C	0	0	0	0	0	0	3640	263	2551	2096	1607	2371	1786	1338	1734	1677	1563	1449	1404	1169	1238	974	900	758	640	449	293	169	95	40	11	5	4	34	98
AAG->G	A->G	0	0	0	0	0	0	9562	702	6761	5480	4285	6310	4819	3649	4524	4518	4326	4066	3939	3279	3511	2869	2650	2160	1801	1293	894	535	304	138	52	19	35	331	1000
AAG->T	A->T	0	0	0	0	0	0	2276	179	1589	1363	1051	1567	1166	929	1101	1074	1026	959	950	824	854	709	700	537	445	324	246	135	74	31	15	4	9	97	324
