Context	 X1mer	# 9	-3.3	-3.2	-3.1	-3.0	-2.9	-2.8	-2.7	-2.6	-2.5	-2.4	-2.3	-2.2	-2.1	-2.0	-1.9	-1.8	-1.7	-1.6	-1.5	-1.4	-1.3	-1.2	-1.1	-1.0	-0.9	-0.8	-0.7	-0.6	-0.5	-0.4	-0.3	-0.2	-0.1	0.0
AAA->C	A->C	0	0	0	0	0	0	0	5639	433	2477	1674	1168	1403	879	630	635	414	464	328	243	173	108	72	39	18	7	0	0	0	0	0	0	0	0	16
AAA->G	A->G	0	0	0	0	0	0	0	9783	732	4358	2900	2005	2485	1514	1116	978	700	792	549	380	312	180	111	59	32	5	4	0	0	0	0	0	0	1	15
AAA->T	A->T	0	0	0	0	0	0	0	3325	335	1553	1053	657	789	555	384	352	271	278	209	131	106	55	44	22	6	10	0	0	0	0	0	0	0	0	5
AAC->C	A->C	0	0	0	0	0	0	0	1842	171	877	623	399	476	237	197	222	128	132	106	68	55	30	11	6	3	0	1	0	0	0	0	0	0	0	13
AAC->G	A->G	0	0	0	0	0	0	0	7427	661	3398	2207	1516	1749	1138	864	751	622	567	402	279	235	123	81	39	18	8	3	1	0	0	0	0	0	1	14
AAC->T	A->T	0	0	0	0	0	0	0	2119	201	978	708	453	530	359	260	230	175	187	132	94	77	44	22	15	11	1	0	0	0	0	0	0	0	0	4
AAG->C	A->C	0	0	0	0	0	0	0	2611	183	1143	797	521	665	386	264	290	187	222	177	110	55	47	29	14	8	3	0	0	0	0	0	0	0	0	3
AAG->G	A->G	0	0	0	0	0	0	0	7028	565	3138	2154	1439	1696	995	781	716	470	553	385	256	223	112	91	32	23	6	3	0	0	0	0	0	0	1	21
AAG->T	A->T	0	0	0	0	0	0	0	1740	161	767	532	322	389	292	189	171	115	145	91	80	52	25	20	11	11	2	0	0	0	0	0	0	0	0	7
AAT->C	A->C	0	0	0	0	0	0	0	2719	232	1180	775	561	698	406	327	275	224	207	142	95	94	38	38	12	13	3	2	0	0	0	0	0	0	0	6
AAT->G	A->G	0	0	0	0	0	0	0	17944	1421	7960	5393	3490	4338	2699	1888	1821	1357	1434	940	704	546	311	215	95	50	23	6	1	0	1	0	0	0	0	15
AAT->T	A->T	0	0	0	0	0	0	0	3609	360	1651	1114	755	902	571	413	432	305	297	236	137	96	53	44	15	6	6	1	0	0	0	0	0	0	0	9
ACA->A	C->A	0	0	0	0	0	0	0	5413	510	2428	1632	1097	1336	767	543	597	379	421	273	208	152	85	56	25	15	12	3	0	1	0	0	0	0	1	9
ACA->G	C->G	0	0	0	0	0	0	0	4174	329	1858	1193	815	1024	603	450	434	305	335	235	140	111	71	36	14	13	9	1	0	0	0	0	0	0	1	8
ACA->T	C->T	0	0	0	0	0	0	0	16197	1268	7142	4800	3230	3934	2357	1792	1765	1136	1205	873	630	442	265	195	93	41	16	8	1	0	0	0	0	0	2	21
ACC->A	C->A	0	0	0	0	0	0	0	6812	552	2918	2081	1314	1647	1011	763	731	486	527	392	293	205	89	70	32	16	6	5	1	0	0	0	0	0	0	8
ACC->G	C->G	0	0	0	0	0	0	0	2517	187	1096	742	484	590	395	289	281	161	199	147	90	80	63	24	16	10	3	2	0	0	0	0	0	0	0	3
ACC->T	C->T	0	0	0	0	0	0	0	9898	731	4304	2872	1906	2284	1429	998	1001	724	747	492	386	322	165	91	52	34	13	5	0	0	0	0	0	0	0	12
ACG->A	C->A	0	0	0	0	0	0	0	1214	82	529	332	246	289	198	129	128	89	77	81	31	32	29	9	7	3	2	0	0	0	0	0	0	0	1	5
ACG->G	C->G	0	0	0	0	0	0	0	768	56	328	254	178	210	117	86	78	38	50	40	30	28	10	8	3	0	1	0	0	0	0	0	0	0	0	6
ACG->T	C->T	0	0	0	0	0	0	0	27792	1872	11970	7699	5076	6153	3951	2743	2677	1882	1989	1338	937	720	421	261	137	60	30	8	3	0	0	0	0	0	1	23
ACT->A	C->A	0	0	0	0	0	0	0	3242	284	1459	995	672	793	479	387	323	235	224	169	111	77	56	32	18	19	3	2	0	0	0	0	0	0	1	4
ACT->G	C->G	0	0	0	0	0	0	0	4230	330	1832	1207	782	993	625	464	444	309	335	236	186	129	63	53	32	10	5	0	0	0	0	0	0	0	1	3
ACT->T	C->T	0	0	0	0	0	0	0	11353	886	5087	3327	2271	2741	1726	1218	1147	831	862	614	426	341	178	124	61	47	13	1	1	0	0	0	0	0	0	30
AGA->A	C->T	0	0	0	0	0	0	0	11052	920	4843	3392	2115	2614	1639	1216	1149	767	808	567	405	291	170	128	55	21	11	3	0	0	0	0	0	0	0	12
AGA->C	C->G	0	0	0	0	0	0	0	6720	494	3040	2027	1297	1663	1021	753	723	500	526	369	255	172	118	84	29	21	4	1	1	0	0	0	0	0	0	5
AGA->T	C->A	0	0	0	0	0	0	0	5702	543	2401	1726	1200	1373	849	647	665	471	455	313	217	167	103	50	29	13	10	2	0	0	0	0	0	0	0	3
AGC->A	C->T	0	0	0	0	0	0	0	11251	917	5036	3356	2232	2715	1639	1213	1224	855	867	567	448	318	152	121	64	33	22	2	0	0	0	0	0	0	1	4
AGC->C	C->G	0	0	0	0	0	0	0	2622	179	1245	814	560	641	393	326	283	176	187	131	117	63	40	26	15	7	5	2	0	0	0	0	0	0	1	2
AGC->T	C->A	0	0	0	0	0	0	0	2653	222	1183	823	516	622	413	255	263	171	210	136	86	72	40	33	9	8	0	1	0	0	0	0	0	0	0	3
AGG->A	C->T	0	0	0	0	0	0	0	13761	1124	6182	4218	2808	3373	2139	1590	1515	994	1102	746	580	391	224	161	89	37	21	5	1	0	0	0	0	0	1	8
